title,url,used_url,body_len,label,confidence,evidence,aspects,lex_margin,lex_hits_pos_n,lex_hits_neg_n,trig_pos,trig_neg,impact_score,impact_tier,impact_why,sent_score,label_int,model_used,simhash64,reused_from_cluster,domain,date
Azure Command Line 2.0 now generally available - Microsoft Azure,https://news.google.com/rss/articles/CBMisAFBVV95cUxOZVpLTHhiSHRRRXBBek5fRU03M0d6cTV2d001X2RXYlM0dE9IdUlLc2FKeHhGbUxhQlhld1pLN0lSNFdfaHJ1SDBaSTliVW9LUVMxQmxTOHZidUpBVzhNQnNwZkRlYm1TRnRwOTJZdFducEE5cXdjZ21SV1lsUjYxa2phTzVRb2ZGZU05X2psSWJuQ0VDUkpGOXloRm9fZVQ3ZkpNblBKM2V0SU9tcVVpeg?oc=5,https://news.google.com/rss/articles/CBMisAFBVV95cUxOZVpLTHhiSHRRRXBBek5fRU03M0d6cTV2d001X2RXYlM0dE9IdUlLc2FKeHhGbUxhQlhld1pLN0lSNFdfaHJ1SDBaSTliVW9LUVMxQmxTOHZidUpBVzhNQnNwZkRlYm1TRnRwOTJZdFducEE5cXdjZ21SV1lsUjYxa2phTzVRb2ZGZU05X2psSWJuQ0VDUkpGOXloRm9fZVQ3ZkpNblBKM2V0SU9tcVVpeg?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,9193637874275698175,0,news.google.com,2017-02-26
Trove Review – Brightly-Coloured Banality That Keeps You Bobbing on the Surface - COGconnected,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5MTUx2YkVxdV9YMmZiQWhZZHdncUIxYmtJYTdFMjZlRFFHRFVGSWtBa2tKRkdFUzhrNTJwZjFiTS1MV0dHVUJKd2EwcXV6Y19MQlF5dVdURkE?oc=5,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5MTUx2YkVxdV9YMmZiQWhZZHdncUIxYmtJYTdFMjZlRFFHRFVGSWtBa2tKRkdFUzhrNTJwZjFiTS1MV0dHVUJKd2EwcXV6Y19MQlF5dVdURkE?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3470456210999298901,0,news.google.com,2017-03-18
‘Beauty and the Beast’ Clobbers Record With $170 Million Opening (Published 2017) - The New York Times,https://news.google.com/rss/articles/CBMirAFBVV95cUxNdjUxQXJfX25FbzFGVUxOdjBVRS1vd0hIVlMxZ0FheHVNNlJxQXB6dVZuVndUR21ORXdLeWVzeElGY0t6UEJQZWFMY1lERXJpLVZTV2dBM3ZscGdWN21KMUJDUFZqOTVpTjdpb0wyQzhvUUF3TXQ1S1ZkOG1EdmNUQ1VNM0dRQ0ZmWmxfSkFBVk9JRXR4ZXNpRkpQeTNERW84Nm05dlVaTDdNYmZ5?oc=5,https://news.google.com/rss/articles/CBMirAFBVV95cUxNdjUxQXJfX25FbzFGVUxOdjBVRS1vd0hIVlMxZ0FheHVNNlJxQXB6dVZuVndUR21ORXdLeWVzeElGY0t6UEJQZWFMY1lERXJpLVZTV2dBM3ZscGdWN21KMUJDUFZqOTVpTjdpb0wyQzhvUUF3TXQ1S1ZkOG1EdmNUQ1VNM0dRQ0ZmWmxfSkFBVk9JRXR4ZXNpRkpQeTNERW84Nm05dlVaTDdNYmZ5?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.55,record,[],0.0,0,0,record,,0.124,weak,conf=0.55; pen:low_relevance; novelty,0.55,1,gpt-4o-mini,6609434073093850107,0,news.google.com,2017-03-18
‘Beauty and the Beast’ Box Office: 5 Biggest Records Broken - The Hollywood Reporter,https://news.google.com/rss/articles/CBMirAFBVV95cUxQWk82b0hXU3NWMWNrX1V6eVAyMV9fTnAzMGFBRVdybnQ5UGVYSXc4X0tncWNMRjZTQjlZU1JtckhUazlIX0E4d2Jvd2E4YUJ3ZFJVTzJmejJhQWJMbE5jaXV6ZDVHSVRTM0dHbWQxRV9JNFpXRENNejd3cW41Mlp6WEljdzJ2c2loZHlkeVljWE1KaHlNRVg2RjZRdzgtRWswcWFOdzVUcFY5cXJL?oc=5,https://news.google.com/rss/articles/CBMirAFBVV95cUxQWk82b0hXU3NWMWNrX1V6eVAyMV9fTnAzMGFBRVdybnQ5UGVYSXc4X0tncWNMRjZTQjlZU1JtckhUazlIX0E4d2Jvd2E4YUJ3ZFJVTzJmejJhQWJMbE5jaXV6ZDVHSVRTM0dHbWQxRV9JNFpXRENNejd3cW41Mlp6WEljdzJ2c2loZHlkeVljWE1KaHlNRVg2RjZRdzgtRWswcWFOdzVUcFY5cXJL?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,4317590026734093399,0,news.google.com,2017-03-18
How should I upgrade from Windows Vista before it becomes unsupported? - The Guardian,https://news.google.com/rss/articles/CBMirwFBVV95cUxQbFJjTk9KUzdLc190X3gwMnp0UnZ3WjhrQ2ptSC1hSzMwUFJMbG1jNVhqZTJrUlZVV1A4RmhaTDd2WmhKYVBqX2hpTVZwS3hOMXBPQ0JqaDJ4UlJueElBdVQ0RG9NN1BxYlFUWEhQVnBSa1p1MHhzLXhMTWpFZGg4T1puX1R0SWd3aElSbzYwUjZ4el81b1JRTmo0MnF5TjkxbTRETVpraTlwZGNXcmJj?oc=5,https://news.google.com/rss/articles/CBMirwFBVV95cUxQbFJjTk9KUzdLc190X3gwMnp0UnZ3WjhrQ2ptSC1hSzMwUFJMbG1jNVhqZTJrUlZVV1A4RmhaTDd2WmhKYVBqX2hpTVZwS3hOMXBPQ0JqaDJ4UlJueElBdVQ0RG9NN1BxYlFUWEhQVnBSa1p1MHhzLXhMTWpFZGg4T1puX1R0SWd3aElSbzYwUjZ4el81b1JRTmo0MnF5TjkxbTRETVpraTlwZGNXcmJj?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,upgrade,[],1.6,1,0,upgrade,,0.592,medium,hard_trig; lex=0.80; conf=0.78; novelty,0.78,1,gpt-4o-mini,14054750340925572677,0,news.google.com,2017-03-15
A Panda? An Office Building? A Galaxy? You Can Become Literally Anything in this F*cking Incredible Video Game - VICE,https://news.google.com/rss/articles/CBMihgFBVV95cUxQOW91QWNYdXk4TUtKZ3FuQVg3NTJnQmF6WktZbXFGRVg1clc3NUxQUUlrZjFiM2QtUHIxUFd5Vm9VVGlCV2ZVMGxPUWdwUkJUaUN4Sk9kSmEwZDhYQS1vQ1pBUkt1UXN1dHJyYW1haHlHYUV4SEEtazBnaGFoemhISlJMX2c3Zw?oc=5,https://news.google.com/rss/articles/CBMihgFBVV95cUxQOW91QWNYdXk4TUtKZ3FuQVg3NTJnQmF6WktZbXFGRVg1clc3NUxQUUlrZjFiM2QtUHIxUFd5Vm9VVGlCV2ZVMGxPUWdwUkJUaUN4Sk9kSmEwZDhYQS1vQ1pBUkt1UXN1dHJyYW1haHlHYUV4SEEtazBnaGFoemhISlJMX2c3Zw?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,8208900930913904247,0,news.google.com,2017-03-21
Microsoft sued for millions over Windows 10 upgrades - Ars Technica,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOcFAxWkJ5RkF0MEFrLXJYdmdMOVZHYUhVQzJoSWU1MEtZOFVfYXVWQlJwWVEtYTlUc2FTRXoybkdGVXVmVWVLSTVqZXJ0SmhXbHlhNTVXR1dib0t5UzBlQXVsYUhpYm1RdHd0Y2w0V0JUNVJkVC1SSUZaaUE2VGZ1YWw5d2lYQlB3Z1lmekxmQmhBRXZFanF6aENvNG5iU3hST3Zpd1hfN1JlWXhscGFEemxoQzhyVWZqRUZrN05VRzg?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOcFAxWkJ5RkF0MEFrLXJYdmdMOVZHYUhVQzJoSWU1MEtZOFVfYXVWQlJwWVEtYTlUc2FTRXoybkdGVXVmVWVLSTVqZXJ0SmhXbHlhNTVXR1dib0t5UzBlQXVsYUhpYm1RdHd0Y2w0V0JUNVJkVC1SSUZaaUE2VGZ1YWw5d2lYQlB3Z1lmekxmQmhBRXZFanF6aENvNG5iU3hST3Zpd1hfN1JlWXhscGFEemxoQzhyVWZqRUZrN05VRzg?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,upgrade,[],1.6,1,0,upgrade,,0.592,medium,hard_trig; lex=0.80; conf=0.78; novelty,0.78,1,gpt-4o-mini,4415550248138305002,0,news.google.com,2017-03-26
Record-Breaking Halo World Championship 2017 Comes to a Finish - Xbox Wire,https://news.google.com/rss/articles/CBMingFBVV95cUxPS1dyZkUwdDc1US11ejhZSldrQV93SGpjZkRwVXBWWk84UkN3OEc2R3lzOTNCXzhkN05VeEE0NnlhUHIwdVBoSGV4NnRqbkZITy1rMUNrMzhnSmk3YVpmSEhzbC1kSTl1VllVNkJiaTlYM1F2b0ZnSklpQXBsN2RJdmtXLU1VTU9IbnZtY2lhSGdldW5nRkJvWVM3azlZUdIBowFBVV95cUxNSkhlZUd2TjZFb0xHZ0VQTXZJaHpIYmw5OHJ0VjUwUHI0N0ltS241bDl0emY2d2dBTWdLeGY2WjIzSjZ0VkNMNi00emxFbmVLV2UwNEdWWnBQSVhDZXJuTktNc0xrbTdEamNhSHVseDRycUFuMV96WWRDUlpWeTREYzVVaHJsX0RJQzllTHE4OFZvejdpQmdhdU5kTE1VSjRWSGRn?oc=5,https://news.google.com/rss/articles/CBMingFBVV95cUxPS1dyZkUwdDc1US11ejhZSldrQV93SGpjZkRwVXBWWk84UkN3OEc2R3lzOTNCXzhkN05VeEE0NnlhUHIwdVBoSGV4NnRqbkZITy1rMUNrMzhnSmk3YVpmSEhzbC1kSTl1VllVNkJiaTlYM1F2b0ZnSklpQXBsN2RJdmtXLU1VTU9IbnZtY2lhSGdldW5nRkJvWVM3azlZUdIBowFBVV95cUxNSkhlZUd2TjZFb0xHZ0VQTXZJaHpIYmw5OHJ0VjUwUHI0N0ltS241bDl0emY2d2dBTWdLeGY2WjIzSjZ0VkNMNi00emxFbmVLV2UwNEdWWnBQSVhDZXJuTktNc0xrbTdEamNhSHVseDRycUFuMV96WWRDUlpWeTREYzVVaHJsX0RJQzllTHE4OFZvejdpQmdhdU5kTE1VSjRWSGRn?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,10512839240351971259,0,news.google.com,2017-03-28
'The Boss Baby' soars as 'Ghost in the Shell' bombs at the weekend box office - Business Insider,https://news.google.com/rss/articles/CBMihAFBVV95cUxQT25lenVRMW1SWUpVclBhZE9DSDNJaW9iMy1hakx2MTFVc1BvUkx6VkliVzIwVTdlM3dJbjJjdlIwRmJLbUk3OFl3TzJGWVRlcTRpM25uLTRvZGRGdTY2NG0xbUpFSVIzNlRLbFQ1NVI5dFdpTDAwdFRhS08zYmp5LWlqbnQ?oc=5,https://news.google.com/rss/articles/CBMihAFBVV95cUxQT25lenVRMW1SWUpVclBhZE9DSDNJaW9iMy1hakx2MTFVc1BvUkx6VkliVzIwVTdlM3dJbjJjdlIwRmJLbUk3OFl3TzJGWVRlcTRpM25uLTRvZGRGdTY2NG0xbUpFSVIzNlRLbFQ1NVI5dFdpTDAwdFRhS08zYmp5LWlqbnQ?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4560712966001088979,0,news.google.com,2017-04-01
Azure Web Application Firewall (WAF) Generally Available - Microsoft Azure,https://news.google.com/rss/articles/CBMimgFBVV95cUxNR1p3U1NxNTNzdmFSQWR5a3g5dFBmVjBKS2NsdlhTTEFHR0tLTDlSREIwOG5KaWFabmVCS3g2RnlpYXRkcFZrQlA2ZHR4RGRBbExYeDNwVG5LUzhLdFR3N1NxRkpWZTNTVXJLeHBCMFpuYmNFMjdrRzZvZW5fTEp5RFpPZFFWSkVmOVpBc19IYzh5TkY2Y1VORWF3?oc=5,https://news.google.com/rss/articles/CBMimgFBVV95cUxNR1p3U1NxNTNzdmFSQWR5a3g5dFBmVjBKS2NsdlhTTEFHR0tLTDlSREIwOG5KaWFabmVCS3g2RnlpYXRkcFZrQlA2ZHR4RGRBbExYeDNwVG5LUzhLdFR3N1NxRkpWZTNTVXJLeHBCMFpuYmNFMjdrRzZvZW5fTEp5RFpPZFFWSkVmOVpBc19IYzh5TkY2Y1VORWF3?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4164492950254077339,0,news.google.com,2017-03-29
Purely one-dimensional bands with a giant spin-orbit splitting: Pb nanoribbons on Si(553) surface - Nature,https://news.google.com/rss/articles/CBMiU0FVX3lxTE01WDFhX0xUYWhKSFg1Nk15bUNsVklOWkVlbHdQcUNyTzJvN2g0VUh6QmdnTUg5UGt5Um5uSm52SlNwOXgtdWxzS0NPWXZ5N1lUX2Zv?oc=5,https://news.google.com/rss/articles/CBMiU0FVX3lxTE01WDFhX0xUYWhKSFg1Nk15bUNsVklOWkVlbHdQcUNyTzJvN2g0VUh6QmdnTUg5UGt5Um5uSm52SlNwOXgtdWxzS0NPWXZ5N1lUX2Zv?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,11633845187974082050,0,news.google.com,2017-04-05
Henrique Capriles banned from public office - Al Jazeera,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNdmlUQ2dZdjBmYUhvVFU3NXUyRlBxMmlOVHhkbG42VDUtMEo5V0U5a1B2V2k5NEVreC15aVNDTDQxeC1RcGluV0E1S2l5VXJWODcwbF9VWGpMWlktbzE1YjFoMXF2cDc2dG9ZN1FTZGkwNVFRYWZhUmU4cWxYTzhuVmlRRWdLN0JyVTZB0gGQAUFVX3lxTE1nc3FUR2NDV1NoMmF2SThqSW1CWWpDeHV1eUxuU1cxODZzRzU4ZTlhN2NUNDgwVnpqYmg1VFZxQ3piZ1p3N1BCdE1LWjRTXzJKSWMtSGhDeHZCcDQzcGN6TzNfVWVNNUY1THpvNkpnUUpTUWFpN3VUSGNtQmNyckJFVjFVN3JZUVFVeDhzNHk0Yw?oc=5,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNdmlUQ2dZdjBmYUhvVFU3NXUyRlBxMmlOVHhkbG42VDUtMEo5V0U5a1B2V2k5NEVreC15aVNDTDQxeC1RcGluV0E1S2l5VXJWODcwbF9VWGpMWlktbzE1YjFoMXF2cDc2dG9ZN1FTZGkwNVFRYWZhUmU4cWxYTzhuVmlRRWdLN0JyVTZB0gGQAUFVX3lxTE1nc3FUR2NDV1NoMmF2SThqSW1CWWpDeHV1eUxuU1cxODZzRzU4ZTlhN2NUNDgwVnpqYmg1VFZxQ3piZ1p3N1BCdE1LWjRTXzJKSWMtSGhDeHZCcDQzcGN6TzNfVWVNNUY1THpvNkpnUUpTUWFpN3VUSGNtQmNyckJFVjFVN3JZUVFVeDhzNHk0Yw?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,9051944345847929909,0,news.google.com,2017-04-07
Porsche and Microsoft launch partnership - Porsche Newsroom,https://news.google.com/rss/articles/CBMisgFBVV95cUxPQXZVR05ManVFVDl6MGZINGtHeXRuTFU1WlFkTkxlX0MxR29EX2VNY2MxT0xPY2ZkR2NxdklIR2cwVnZQWU90Um11TlJuVnNSZkZONHQ2M0huSk5OMFdxRHZmQVRPbHlDSVhmNDM3eDBZYmhpbUxDUDRJckg0OEhrZTgyMkpOeDAwRjU0ZzJwbk15N0RiTm1PYjJGNHkyMFJ0ZWxONzdvNjk4SkJHOFBod2pn?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxPQXZVR05ManVFVDl6MGZINGtHeXRuTFU1WlFkTkxlX0MxR29EX2VNY2MxT0xPY2ZkR2NxdklIR2cwVnZQWU90Um11TlJuVnNSZkZONHQ2M0huSk5OMFdxRHZmQVRPbHlDSVhmNDM3eDBZYmhpbUxDUDRJckg0OEhrZTgyMkpOeDAwRjU0ZzJwbk15N0RiTm1PYjJGNHkyMFJ0ZWxONzdvNjk4SkJHOFBod2pn?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,2046381444756366652,0,news.google.com,2017-04-11
'Fate of the Furious' Debuts with Record International and Worldwide Opening Weekend - Box Office Mojo,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1zbzNITktldTVLNnUyeE1WM0xTZ3JhR3NGSHNhcVRzbk5QTFZZSnd0YWtrSGN3elh4dHhkcElhek5MWHlMVF9UckdrV2ZDSU5FeEJlOHpBMjlpNTZiWm9OUQ?oc=5,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1zbzNITktldTVLNnUyeE1WM0xTZ3JhR3NGSHNhcVRzbk5QTFZZSnd0YWtrSGN3elh4dHhkcElhek5MWHlMVF9UckdrV2ZDSU5FeEJlOHpBMjlpNTZiWm9OUQ?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,12916228382040475251,0,news.google.com,2017-04-15
Restricting Office 365 Content Searches with Permission Filters - Petri IT Knowledgebase,https://news.google.com/rss/articles/CBMiakFVX3lxTFBrU3RkY2xvRGg5TDZKX3lVcTJnNURRMFJCcllWTWJBdlhtQ1JaTG5FcndTSjh5ZnhrZHBMU1BLQURJdjJXeHJINjhKbXN1S3VkQXhoNEwxUXlBdndGTWxTNU5YaWIwZXRJTlE?oc=5,https://news.google.com/rss/articles/CBMiakFVX3lxTFBrU3RkY2xvRGg5TDZKX3lVcTJnNURRMFJCcllWTWJBdlhtQ1JaTG5FcndTSjh5ZnhrZHBMU1BLQURJdjJXeHJINjhKbXN1S3VkQXhoNEwxUXlBdndGTWxTNU5YaWIwZXRJTlE?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,8166628326007674160,0,news.google.com,2017-04-17
Leaked NSA Hacking Tools Being Used to Hack Thousands of Vulnerable Windows PCs - The Hacker News,https://news.google.com/rss/articles/CBMibEFVX3lxTE5aYzZHa3F3YnREU1AwNUU3NjBydWI5eTNLY1BuUE50eU9Hd2U0WVFfYTBqaWY3WnFpdWJLMzdKQzdRelMxZHhaVVI2MkpFaHl5MUc1dGx6Q0ZTYzRsdUdfYTRBdlpEYWFuYlY3Ug?oc=5,https://news.google.com/rss/articles/CBMibEFVX3lxTE5aYzZHa3F3YnREU1AwNUU3NjBydWI5eTNLY1BuUE50eU9Hd2U0WVFfYTBqaWY3WnFpdWJLMzdKQzdRelMxZHhaVVI2MkpFaHl5MUc1dGx6Q0ZTYzRsdUdfYTRBdlpEYWFuYlY3Ug?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\bdata breach\b|\bhack(ed|ing)?\b|\bsecurity flaw\b,[],1.8,0,1,,,0.629,medium,hard_trig; lex=0.90; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,8668365710930210275,0,news.google.com,2017-04-21
"Acer announces new notebooks, desktops, and 2-in-1s powered by Windows 10 - Windows Blog",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQdG55bXpqUmdPNjFOMlppMWo2TDhTUi1SM3M5eDZvdDR6MXNoeDNzd2ZMdFQxdnZPZkxOeHMybk1FZXRjc2Q3aXVjbzBGdmktcWpBcVRuV0dTMHlyM3Z1aDZSWXhIaHJfWElrVnpzSjFLZ1Y4UXp0Z2RaX1daUUU3QjBUOThUOWZWQVBGUjJ0ZkdhU1ZGTDhETEFiZHBhdVFYOTZaMlZmY3dDVEFBSVdMU2tMM0NKUGhn?oc=5,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQdG55bXpqUmdPNjFOMlppMWo2TDhTUi1SM3M5eDZvdDR6MXNoeDNzd2ZMdFQxdnZPZkxOeHMybk1FZXRjc2Q3aXVjbzBGdmktcWpBcVRuV0dTMHlyM3Z1aDZSWXhIaHJfWElrVnpzSjFLZ1Y4UXp0Z2RaX1daUUU3QjBUOThUOWZWQVBGUjJ0ZkdhU1ZGTDhETEFiZHBhdVFYOTZaMlZmY3dDVEFBSVdMU2tMM0NKUGhn?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,6704825537460429930,0,news.google.com,2017-04-27
Contrasting response of rainfall extremes to increase in surface air and dewpoint temperatures at urban locations in India - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTE45S3BZdEhlcnJOcEdRdUw2M295aWMxdDZQRHI3aE1USno1NmVmVzd5WmJyazdKZlZwQ2VmbHoyRHY2ZDdHaGhfRnNrU1dfWGJuQy1maGtHMjRQa1h0VlJF?oc=5,https://news.google.com/rss/articles/CBMiX0FVX3lxTE45S3BZdEhlcnJOcEdRdUw2M295aWMxdDZQRHI3aE1USno1NmVmVzd5WmJyazdKZlZwQ2VmbHoyRHY2ZDdHaGhfRnNrU1dfWGJuQy1maGtHMjRQa1h0VlJF?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3300484726660279731,0,news.google.com,2017-04-26
Texas Bans Sanctuary Cities - Office of the Texas Governor (.gov),https://news.google.com/rss/articles/CBMia0FVX3lxTE1MX1p3TUZvdjNJTUwwYVlVVUk2ZS1PazVzaUh4QldmS0dEUTBBSEZRa2NVeWVsV0RCYWtuU24tT2Iya1pBVUVZMG1VY3BvUWc0b0Q0cUdvTERoa2xvUmNwNEhEaW5NTzVxeGc0?oc=5,https://news.google.com/rss/articles/CBMia0FVX3lxTE1MX1p3TUZvdjNJTUwwYVlVVUk2ZS1PazVzaUh4QldmS0dEUTBBSEZRa2NVeWVsV0RCYWtuU24tT2Iya1pBVUVZMG1VY3BvUWc0b0Q0cUdvTERoa2xvUmNwNEhEaW5NTzVxeGc0?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,4541872870511853529,0,news.google.com,2017-05-06
Gillette Stadium upgrades to most technologically advanced FieldTurf surface - New England Patriots,https://news.google.com/rss/articles/CBMirwFBVV95cUxNSkZrbkdTZEF2dzNPSThvMzNvaGhCeTVNQVlXOWxmc3Y3QUFVa09DQjZ1c0ZIT1AxN3lqZk1Od1VYZDBHOVVlSEVWVHpZRG5XUzFrMTZFd2liaFROMFF3ZERGamx2Rl9jQkpRbmVpUl9wSVRxLU1QNE9BNjdWX0hpREJSRTFnMGRTYnRkRVdXU2tZOURPNU1ORXY1VFlvNF9zY3BndnJ2RDFscWVlLXdF?oc=5,https://news.google.com/rss/articles/CBMirwFBVV95cUxNSkZrbkdTZEF2dzNPSThvMzNvaGhCeTVNQVlXOWxmc3Y3QUFVa09DQjZ1c0ZIT1AxN3lqZk1Od1VYZDBHOVVlSEVWVHpZRG5XUzFrMTZFd2liaFROMFF3ZERGamx2Rl9jQkpRbmVpUl9wSVRxLU1QNE9BNjdWX0hpREJSRTFnMGRTYnRkRVdXU2tZOURPNU1ORXY1VFlvNF9zY3BndnJ2RDFscWVlLXdF?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.78,upgrade,[],1.6,1,0,upgrade,,0.592,medium,hard_trig; lex=0.80; conf=0.78; novelty,0.78,1,gpt-4o-mini,17267272509345382389,0,news.google.com,2017-05-10
Tuning colloidal quantum dot band edge positions through solution-phase surface chemistry modification - Nature,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBOVm1SOGlYQmh5eWZwMzhQazQ0YVZPUENpellnLWVjOG9SeVc3ck83enpQWll0TmljOEJ6anBnUnVRVkFlNmFhSXZ4T1NucVplSEZoN3hB?oc=5,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBOVm1SOGlYQmh5eWZwMzhQazQ0YVZPUENpellnLWVjOG9SeVc3ck83enpQWll0TmljOEJ6anBnUnVRVkFlNmFhSXZ4T1NucVplSEZoN3hB?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,7763566662625254487,0,news.google.com,2017-05-15
Single-Molecule Surface Plasmon-Coupled Emission with Plasmonic Gratings - ACS Publications,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9uZzE2bnBTWjh1TXY4a2tCZ3VoNDBTWTRiZWZkUVMtSExfYVdjQ3JTMmVpalU2Qjl4ZFFabUJkZ0JDWkJqRnkzUzJjdXZnMmFwZjhJZjkyTXZfWE5uUFE?oc=5,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9uZzE2bnBTWjh1TXY4a2tCZ3VoNDBTWTRiZWZkUVMtSExfYVdjQ3JTMmVpalU2Qjl4ZFFabUJkZ0JDWkJqRnkzUzJjdXZnMmFwZjhJZjkyTXZfWE5uUFE?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,11350114014879694772,0,news.google.com,2017-05-11
Linking potential heat source and sink to urban heat island: Heterogeneous effects of landscape pattern on land surface temperature - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE1Na0UwT1E5WXZRci1yYlJHOUVWR3JCS01Ta1NjZUZieXdHeWE1b1pCanBIOENka0hFQkkxQVo2NG1JMEhINjlNZnQxQVVNNFJiVnVNOUVNVm1LR1dabVR4VTlQTmN3alJTNExIVGd6X1JiUElkWUE?oc=5,https://news.google.com/rss/articles/CBMidkFVX3lxTE1Na0UwT1E5WXZRci1yYlJHOUVWR3JCS01Ta1NjZUZieXdHeWE1b1pCanBIOENka0hFQkkxQVo2NG1JMEhINjlNZnQxQVVNNFJiVnVNOUVNVm1LR1dabVR4VTlQTmN3alJTNExIVGd6X1JiUElkWUE?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,ban,[],1.4,0,1,,ban,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,9416408679667199057,0,news.google.com,2017-05-14
